column_a,graphs,country,data_quality,hdi,per_capita_gdp,region,income_group,total_ecological_footprint_gha_per_capita,total_biocapacity_gha_per_capita,biocapacity_deficit_or_reserve_gha_per_capita,column_l,ecological_poverty_trap,newly_at_risk,emerging_risk_potential,emerging_risk_at_higher_footprint_ef_3_gha,post_ussr_contraction_and_recovery,countries_of_soviet_bloc_contractions,new_independent_countries_since_1960,severe_recession_since_financial_crisis_of_07,significant_wars_including_civil_wars_since_1960,euro_crisis_2008,brics,oecd,opec_countries,league_of_arab_states,four_asian_tigers,originally_low_income_in_1960_rapid_expansion,largest_gdp_contribution_2000_2010,gdp_per_capita_growth_rate_10_fastest_between_1990_2007,total_natural_resources_rents_over_20_of_gdp_in_2012,continuous_rapid_expansion_over_5_avg,continuing_recession,newly_industrialized_country,major_net_exporter_in_fossil_fuel_c_oal_n_atural_gas_o_il,high_fossil_fuel_consuming_efcarbon_40_of_eftotal,inflation_20_highest_in_2015,population_growth_2010_2015_over_2,ef_always_larger_than_biocapacity,biocapacity_always_larger_than_ef,per_capita_ef_gradually_increasing,per_capita_biocapcity_gradually_declining,per_capita_biocapcity_increasing,high_hdi_and_low_ef,high_income_and_high_biocapacity,low_income_and_low_biocapacity,biocapacity_deficit_expanding,biocapacity_reserve_expanding,high_biocapacity_and_low_income,footprint_reductions_without_resource_constraints,low_biocapacity_slow_expansion_and_low_income,from_biocapacity_reserve_to_deficit_between_1961_and_today,city_states,with_dependent_territory,oversea_territory
179,,Viet Nam,,0.678,1596.346,,,1.73407381031352,1.0460384014646,-0.68803540884892,,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,true,false,false,c,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
19,,Bermuda,,0,0,,,6.77890576286396,0.138041267888303,-6.64086449497566,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
180,,World,N/A,0.69,10119.5,,,2.8,1.7,-1.2,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
181,,Yemen,,0.499,1101.117,,,1.00792965192425,0.429276908519633,-0.578652743404617,,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,0,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
182,,Zambia,,0.576,1620.823,,,0.953958894640767,2.00859214540428,1.05463325076351,,false,false,true,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,0,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false
183,,Zimbabwe,,0.507,939.78,,,1.08813279966121,0.540845367318306,-0.547287432342904,,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,false
20,,Bhutan,,0.604,2500.26,,,4.63511099386923,5.14234653282173,0.507235538952502,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
3,,Algeria,,0.743,4675.885,,,2.44875522580775,0.541530572385165,-1.90722465342259,,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,n,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false
21,,Bolivia,,0.671,2317.257,,,3.07447077049099,16.4877831272904,13.4133123567994,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
22,,Bosnia and Herzegovina,,0.747,4992.905,,,3.2902729515969,1.61242265480957,-1.67785029678733,,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
23,,Botswana,,0.698,7574.282,,,2.53683626480675,3.13405828101533,0.597222016208579,,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
24,,Brazil,,0.754,11866.389,,,3.07769453511759,8.85236640906948,5.77467187395189,,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,false,true,0,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
25,,Brunei Darussalam,,0.864,33313.832,,,5.54540160419917,2.83012200712136,-2.71527959707781,,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,0,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false
26,,Bulgaria,,0.792,7299.552,,,3.16953325225146,3.33610123464845,0.16656798239699,,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
27,,Burkina Faso,,0.399,639.71,,,1.31162344403352,1.11497474817842,-0.1966486958551,,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,0,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
28,,Burundi,,0.406,243.102,,,0.604794019283005,0.323974675549681,-0.280819343733324,,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false
29,,Cabo Verde,,0.646,3369.643,,,1.63226823764638,0.602903885473667,-1.02936435217271,,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false
30,,Cambodia,,0.558,972.979,,,1.31781203318344,1.10849196209398,-0.20932007108946,,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
4,,Angola,,0.531,3747.568,,,1.55887337953969,2.29033644547386,0.73146306593417,,false,true,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,true,true,false,false,o,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
31,,Cameroon,,0.514,1428.216,,,1.27412016665419,1.67708413761089,0.4029639709567,,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
32,,Canada,,0.919,50067.043,,,8.04968763609,15.2494653037068,7.1997776676168,,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,c/n/o,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false
33,,Cayman Islands,,0,0,,,5.47826560132495,0.308809547316888,-5.16945605400806,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
34,,Central African Republic,,0.347,302.546,,,1.12457670053685,7.36275184781908,6.23817514728223,,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,0,false,true,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false
35,,Chad,,0.394,967.103,,,1.63861620258275,1.99271012280343,0.35409392022068,,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,0,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false
36,,Chile,,0.845,14701.954,,,4.02640024199257,3.46923982041968,-0.55716042157289,,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,0,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
37,,China,,0.734,6108.239,,,3.70996542005368,0.975292793891824,-2.73467262616186,,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,true,true,false,true,false,true,0,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false
38,,Colombia,,0.724,7291.692,,,1.91337894697069,3.70800948267386,1.79463053570317,,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,c,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false
39,,Comoros,,0.498,779.84,,,0.845711804647843,0.334159352378894,-0.511552452268949,,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,0,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false
40,,Congo,,0.59,2922.973,,,1.21495489398633,10.4877150521118,9.27276015812547,,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,0,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
5,,Antigua and Barbuda,,0.784,12403.528,,,4.18447374693331,0.933321581949673,-3.25115216498364,,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
41,,"Congo, Democratic Republic of",,0.425,378.791,,,0.75671499309155,2.68259909865799,1.92588410556644,,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,0,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false
42,,Costa Rica,,0.775,9077.415,,,2.51062298618911,1.58480571157199,-0.92581727461712,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false
43,,C̫te d'Ivoire,,0.466,1384.91,,,1.30374359565043,1.97436157209434,0.67061797644391,,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false
44,,Croatia,,0.823,13517.835,,,3.63204049220112,2.99372865425227,-0.63831183794885,,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,0,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
45,,Cuba,,0.773,6182.774,,,1.90647279119975,0.795156246989488,-1.11131654421026,,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
46,,Cyprus,,0.854,26977.629,,,3.32226216370084,0.243908147539769,-3.07835401616107,,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,0,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
47,,Czech Republic,,0.875,20343.684,,,5.59999924116583,2.65360639847635,-2.94639284268948,,false,false,false,false,false,true,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,0,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
48,,Denmark,,0.923,59437.934,,,7.12711308598863,4.42537052578799,-2.70174256020064,,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,0,true,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false
49,,Djibouti,,0.47,1508.292,,,2.93734193647293,0.752890104310334,-2.1844518321626,,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,0,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false
50,,Dominica,,0.724,6951.032,,,2.52856756136556,1.04955557489405,-1.47901198647151,,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false
6,,Argentina,,0.826,10323.207,,,3.68972827656638,6.7090467473354,3.01931847076902,,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false
51,,Dominican Republic,,0.718,6193.765,,,1.58900862304162,0.595746603986906,-0.993262019054714,,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,0,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false
52,,Ecuador,,0.739,5428.714,,,2.04303904372576,2.07133452913241,0.0282954854066499,,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false
53,,Egypt,,0.688,2608.375,,,1.98413193396522,0.473452313987026,-1.51067961997819,,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,0,true,true,true,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false
54,,El Salvador,,0.678,3668.199,,,1.9977940892824,0.613916900299483,-1.38387718898292,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false
55,,Equatorial Guinea,,0.582,16028.25,,,3.01984420469216,3.90672837295537,0.88688416826321,,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,false,0,true,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false
56,,Eritrea,,0.418,0,,,0.502791937806066,1.55400501242848,1.05121307462241,,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,true,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
57,,Estonia,,0.863,17453.367,,,6.96527387393009,9.72869265794939,2.7634187840193,,false,false,false,false,true,true,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,0,true,false,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false
58,,Ethiopia,,0.441,452.778,,,1.08878748135195,0.626898268128328,-0.461889213223622,,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,0,false,false,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false
59,,Fiji,,0.734,4084.2,,,3.89727851226362,2.37157008525159,-1.52570842701203,,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
60,,Finland,,0.893,45239.367,,,6.09412060213722,12.8643078657403,6.77018726360308,,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,true,true,true,false,false,true,false,false,true,false,true,false,false,false,true,false
7,,Armenia,,0.741,3827.343,,,2.01859491411316,0.785905619843833,-1.23268929426933,,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,0,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false
61,,France,,0.894,41431.039,,,4.69809283483073,2.72576477061496,-1.97232806421577,,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,0,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false
62,,French Guiana,,,35657.516,,,2.59455166354344,102.85992515202,100.265373488477,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,true,false,true,false,true,true,false,true,false,false,true,false,false,false,false,true
63,,French Polynesia,,0,0,,,4.1023319455569,1.35963573414165,-2.74269621141525,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true
64,,Gabon,,0.694,9508.148,,,2.71519971362758,25.6957657092426,22.980565995615,,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,0,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
65,,Gambia,,0.45,530.318,,,0.964624155211312,0.71273428457811,-0.251889870633202,,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,false
66,,Georgia,,0.768,3851.723,,,1.89738780402211,1.25531514984624,-0.64207265417587,,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
67,,Germany,,0.924,45022.566,,,5.04745533427086,1.79050879309249,-3.25694654117837,,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,0,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false
68,,Ghana,,0.575,1659.776,,,1.95527227962366,1.36065444369699,-0.59461783592667,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,0,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
69,,Greece,,0.865,22565.68,,,4.29360888626252,1.60397849802382,-2.6896303882387,,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,true,false,0,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false
70,,Grenada,,0.751,7932.668,,,3.10287448380638,2.17661845539643,-0.92625602840995,,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false
8,,Aruba,,0,0,,,6.40752022715923,0.571144371333493,-5.83637585582574,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
71,,Guadeloupe,,0,0,,0,4.14692265346531,0.455798733119628,-3.69112392034568,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true
72,,Guatemala,,0.637,3007.9,,,1.8395857008581,1.04843689329661,-0.79114880756149,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
73,,Guinea,,0.414,699.964,,,1.46245860484033,1.98786310337385,0.52540449853352,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,0,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
74,,Guinea-Bissau,,0.421,545.898,,,1.279567527841,2.8993619956094,1.6197944677684,,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false
75,,Guyana,,0.638,3598.291,,,2.87200858672645,68.8018778882717,65.9298693015453,,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,0,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
76,,Haiti,,0.49,728.78,,,0.673119431940016,0.323611704748917,-0.349507727191099,,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false
77,,Honduras,,0.623,2059.475,,,1.66132698721893,1.72955000770699,0.0682230204880601,,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false
78,,Hungary,,0.834,14119.07,,,3.60373919559775,2.68262892760741,-0.921110267990339,,false,false,false,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,0,true,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false
79,,India,,0.615,1646.781,,,1.12008277506644,0.452173532623404,-0.667909242443036,,false,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,true,0,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
80,,Indonesia,,0.686,3692.943,,,1.60807971249999,1.27104515205378,-0.33703456044621,,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,false,c/n,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
9,,Australia,,0.937,54394.336,,,6.88574641627943,13.2510098520899,6.36526343581047,,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,c,true,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false
81,,"Iran, Islamic Republic of",,0.774,6161.104,,,3.40404772421891,0.75512403163105,-2.64892369258786,,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false,o,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false
82,,Iraq,,0.649,5203.442,,,2.06668642964051,0.347924217279889,-1.71876221236062,,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,true,false,false,o,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
83,,Ireland,,0.92,54527.289,,,4.70665058939792,3.44264329318464,-1.26400729621328,,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,false,true,false,false,false,false,0,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false
84,,Israel,,0.898,32661.295,,,4.679560706041,0.268223924997045,-4.41133678104396,,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,0,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
85,,Italy,,0.881,33626.055,,,4.29211001231733,0.936986271580579,-3.35512374073675,,false,false,false,false,false,false,false,true,false,true,false,true,false,false,false,false,true,false,false,false,true,false,0,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
86,,Jamaica,,0.729,4714.861,,,1.77323674362945,0.419735107696481,-1.35350163593297,,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,0,true,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false
87,,Japan,,0.902,46466.121,,,4.7442445337897,0.604537978694815,-4.13970655509488,,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,true,false,false,false,false,false,0,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
88,,Jordan,,0.741,3348.827,,,2.13605854408286,0.209244712252518,-1.92681383183034,,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,0,true,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false
89,,Kazakhstan,,0.793,10645.456,,,5.81334416244478,3.44686023138541,-2.36648393105937,,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,c/o,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
90,,Kenya,,0.55,1075.639,,,1.0391127493992,0.532803301456304,-0.506309447942896,,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,0,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false
10,,Austria,,0.892,47886.559,,,5.87642358515851,3.01443005222295,-2.86199353293556,,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false
91,,"Korea, Democratic People's Republic of",,0,0,,,2.87259365955184,0.592329281051489,-2.28026437850035,,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false
92,,"Korea, Republic of",,0.899,24323.572,,,5.81571594852041,0.68597643675116,-5.12973951176925,,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,false,false,0,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false
93,,Kuwait,,0.799,36259.391,,,7.64915259283999,0.610996659673889,-7.0381559331661,,false,false,false,false,false,false,true,true,true,false,false,false,true,true,false,false,false,false,true,false,false,false,o,true,false,true,true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false
94,,Kyrgyzstan,,0.662,1003.51,,,1.75307134837291,1.10577247294001,-0.6472988754329,,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
95,,Lao People's Democratic Republic,,0.582,1470.5,,,1.78400205362899,1.83133828013395,0.0473362265049599,,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,0,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
96,,Latvia,,0.828,13786.429,,,5.62579539323194,8.00780213907401,2.38200674584207,,false,false,false,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false
97,,Lebanon,,0.763,7447.364,,,3.3538906169056,0.310614951886865,-3.04327566501874,,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,0,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false
98,,Lesotho,,0.495,1323.238,,,1.46241124739364,0.786221322020779,-0.676189925372861,,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
99,,Liberia,,0.427,376.589,,,1.19518766436029,2.43205657895346,1.23686891459317,,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,0,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
100,,Libyan Arab Jamahiriya,,0.719,0,,,4.33438617046057,0.689194256659081,-3.64519191380149,,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,o,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false
